artwork	subject
http://dbpedia.org/resource/Larry_La_Trobe	Larry La Trobe is the name given to a popular, cast bronze statue of a dog situated on the northern end of Melbourne's City Square (corner of Collins Street and Swanston Street). Along with the Burke and Wills monument, the statue is one of only two free standing art works in the City Square precinct. The statue now located in the square is the second statue of 'Larry', the original having been stolen.
http://dbpedia.org/resource/Cabinet_painting	"A cabinet painting (or ""cabinet picture"") is a small painting, typically no larger than two feet (0.6 meters) in either dimension, but often much smaller. The term is especially used for paintings that show full-length figures or landscapes at a small scale, rather than a head or other object painted nearly life-size. Such paintings are done very precisely, with a great degree of ""finish"". From the fifteenth century onward, wealthy collectors of art would keep these paintings in a cabinet, which was a relatively small and private room (often very small even in large houses) to which only those with whom they were on especially intimate terms would be admitted. A cabinet, also known as a closet, study (from the Italian studiolo), office, or by other names, might be used as an office or just a sitting room. Heating the main rooms in large palaces or mansions in the winter was difficult, so small rooms such as cabinets were more comfortable. They offered more privacy from servants or other household members and visitors. Typically, a cabinet would be for the use of a single individual; a large house might have at least two (his and hers) and often more. Later, cabinet paintings might be housed in a display case, also known as a cabinet, but the term cabinet arose from the name (originally in Italian) of the room, not the piece of furniture. Other small and precious objects, including miniature paintings, ""curiosities"" of all sorts (see cabinet of curiosities), old master prints, books, or small sculptures might also be displayed in the room. A rare example of a surviving cabinet with its contents probably little changed since the early eighteenth century is at Ham House in Richmond, London. It is less than ten feet square, and leads off from the Long Gallery which is over a hundred feet long and twenty feet wide, giving a rather startling change in scale and atmosphere. As is often the case, it has an excellent view of the front entrance to the house, so that passersby and daily activities can be observed. Most surviving large houses or palaces, especially from before 1700, have such rooms, but they are often not displayed or accessible to visitors. The magnificent Mannerist Studiolo of Francesco I Medici in Florence is larger than most examples and rather atypical in that most of the paintings were commissioned for the room. There is an equivalent type of small sculpture, usually bronzes. The leading exponent in the late Renaissance was Giambologna, who produced sizeable editions of reduced versions of his large works, and also made many exclusively in small scale. These sculptures were designed to be picked up and handled, even fondled. Small antiquities were also very commonly displayed in such rooms, including rare coinage. Small paintings have been produced during all periods of Western art, but some periods and artists are especially noticeable for them. Raphael produced many cabinet paintings, and all the paintings of the important German artist Adam Elsheimer (1578–1610) could be so described. The works of these two were much copied. The Dutch artists of the seventeenth century had an enormous output of small paintings. The painters of the Leiden School were especially noted ""Fijnschilders"" or ""fine painters"" producing highly finished small works. Watteau, Fragonard and other French 18th-century artists produced many small works, generally emphasizing spirit and atmosphere rather than a detailed finish. In modern times the term is not as common as it was in the 19th century, but remains in use among art historians. A ""cabinet miniature"" is a larger portrait miniature, usually full-length and typically up to about ten inches (25cm) high. These were first painted in England, from the end of the 1580s, initially by Nicholas Hilliard and Isaac Oliver. In 1991, an exhibition entitled ""Cabinet Painting"" toured London, Hove Museum and Art Gallery and Glynn Vivian Art Gallery and Museum, Swansea. It included more than sixty cabinet paintings by contemporary artists."
http://dbpedia.org/resource/Boston_Public_Garden_Flagpole_Base	"Boston Public Garden Flagpole Base is a 1921 flagpole base, memorial, and sculpture by William D. Austen, installed in Boston Public Garden, in Boston, Massachusetts, United States. The bronze base measures approximately 6 x 4 x 4 ft., and rests on a granite plinth that measures 3.5 x 7 x 7 ft. It has four facades with reliefs depicting American eagles holding branches and spreading their wings, and serves as a World War I memorial. The base replaced another destroyed by lightning in 1920. It was originally installed at the site of the original base, at the intersection of Boylston Street and Arlington Street, but was relocated to its present location in 1933. The work was surveyed by the Smithsonian Institution's ""Save Outdoor Sculpture!"" program in 1993."
http://dbpedia.org/resource/Sphinx_of_Agost	The Sphinx of Agost is a Greek-influenced Iberian limestone sculpture, dated from the late sixth century BCE, that was found in the Agost reservoir in Alicante, Spain, in 1893. The badly damaged statue is 82 cm high and represents a sphinx with the head of a woman, body of a winged lion and tail of a snake. This particular sphinx may have been included in an Iberian tomb to carry the soul of the deceased to the afterlife. The Sphinx of Agost is on display at the National Archaeological Museum (Madrid).
http://dbpedia.org/resource/Les_chuchoteuses	"Les chuchoteuses (English: ""The Gossipers"") is a 2002 bronze outdoor sculpture by installed along Montreal's Rue Saint-Paul, in Quebec, Canada, owned by ."
http://dbpedia.org/resource/Horizontes	Horizons (Spanish: Horizontes) is a 1913 oil painting by Francisco Antonio Cano Cardona. Horizons shows the idealized migrant family and it portrays a family –consisting of a husband, wife, and child– sitting on a bluff, surrounded by mountains. The three members of the family are often referred as a version of the Holy family, with the woman dressed in colors like the Virgin Mary, with a baby on her lap. The gaze of the wife, child, and father are in the direction of the man's outstretched hand, which evokes Michelangelo's Creation of Adam, and that points toward an unseen horizon. The painting is a part of the permanent collection of the Museum of Antioquia, located in Medellín, Colombia.
http://dbpedia.org/resource/Seal_of_Institute_of_Puerto_Rican_Culture_(Jorge_Soto_Version)	The Seal of the Institute of Puerto Rican Culture (Jorge Soto Version) is an artwork created circa 1975 by Nuyorican artist Jorge Soto. Based on the original design, Soto's version distorts and abstracts the seal as a means to critique its representation of Puerto Rican culture.
http://dbpedia.org/resource/Contact_II	Contact II is an outdoor 1972 abstract sculpture by Russian American artist Alexander Liberman, located at Jamison Square in the Pearl District, Portland, Oregon.
http://dbpedia.org/resource/Footballer_(Nolan)	"Footballer is a 1946 painting by Australian artist Sidney Nolan. It depicts an Australian rules footballer standing before a crowd of spectators at a football match. For many years the painting was thought to be a generic image of a footballer, however Nolan later revealed that the painting is based on Bill Mohr, a star player for the St Kilda Football Club during the 1930s. In 2002, the painting was acquired by the National Gallery of Victoria, and has become one of the gallery's most popular works. According to journalist Geoff McClure, Footballer ""has special significance because, together with Drysdale's The Cricketers, it represents virtually the entire sports-related work ever done by our masters."""
http://dbpedia.org/resource/Willie_Nelson_statue	The Willie Nelson statue is a bronze sculpture of singer-songwriter Willie Nelson, located in Downtown Austin, Texas. The statue was commissioned to artist Clete Shields by the nonprofit organization Capital Area Statues. Following his move to Nashville in 1960, Nelson enjoyed success as a songwriter, but his career as a singer did not progress. After shortly retiring from the music business, Nelson moved to Austin in 1972, where his career found new success as a performer. Knowing of the plans for the statue, Austin mayor Lee Leffingwell proposed to rename a portion of Second Street to Willie Nelson Boulevard. The unveiling of the statue took place on April 20, 2012 at 4:20 pm with Nelson in attendance.
http://dbpedia.org/resource/Statue_of_Jan_Neruda,_Prague	The statue of a Czech poet and publicist Jan Neruda is an outdoor 1970 sculpture by and , installed at Petřín, Malá Strana in Prague, Czech Republic.
http://dbpedia.org/resource/The_Lomellini_Family	The Lomellini Family is a portrait painting by the Flemish Baroque painter Anthony van Dyck. A group portrait of a landed Genoese family, it is in the Scottish National Gallery in Edinburgh.
http://dbpedia.org/resource/Dent's_Fountain	Dent's Fountain, also known as the City Hall Fountain, was a fountain in front of the first generation of Hong Kong City Hall (1869 -1933) on Queen's Road Centralin Victoria, Hong Kong. It was donated to the people of Hong Kong by merchant John Dent of Dent & Co. in 1864 but was not installed until the completion of the City Hall in 1869. It was demolished in 1933 due to construction of the third generation Hongkong and Shanghai Banking Corporation Building.
http://dbpedia.org/resource/Statue_of_Mao_Zedong,_Fuzhou	The Mao Zedong Statue is located in Wuyi Square, Fuzhou, Fujian, China. The monument stands 10.1 m (33.1365 ft) tall and depicts Mao Zedong with an outstretched arm. The statue was built by Yang Zhengrong, a painter in Fujian, beginning in 1969; it was completed after a year and a half.
http://dbpedia.org/resource/Head_of_Christ_(Cascalls)	The Head of Christ is a Jesus head conserved at the National Art Museum of Catalonia.
http://dbpedia.org/resource/People_Power_Monument	The People Power Monument is a monument built to commemorate the events of the 1986 People Power Revolution. The monument is located on the corner of Epifanio de los Santos Avenue and White Plains Avenue in Barangay Camp Aguinaldo, Quezon City, Philippines. It was made by Eduardo Castrillo in 1993. It is about 0.90 kilometers (0.56 mi) from the EDSA Shrine, another monument built to commemorate the event.
http://dbpedia.org/resource/Nike_of_Callimachus	The Nike of Callimachus (Greek: Nίκη του Καλλιμάχου Níki tou Kallimákhou) also known as The Dedication of Callimachus, is a statue that the Athenians created in honor of Callimachus.
http://dbpedia.org/resource/Ince_Hall_Madonna	"The Virgin and Child Reading is an oil painting of uncertain date. It is a mid-to-late 15th century imitation of the work of the Early Netherlandish master Jan van Eyck, possibly after a now-lost original painting by him from 1433 - another copy of the same work is now in the Colegiata church in Covarrubias, Spain. It is first documented in 1619, when it was in Sicily and then re-appeared in Charles Blundell's collection at Ince Blundell Hall near Liverpool early in the 19th century, meaning it is sometimes known as the Ince Hall Madonna. George Frederick Zink restored it there in 1922. It was acquired from the Weld-Blundell family by the National Gallery of Victoria (NGV) in Melbourne in 1922 using funds from the Felton Bequest. The inscription on the wall at top left reads: ""COPLETV ANO D M CCCC XXXIIJ P IOHEM DE EYC BRVGIS"". This translates as ""Completed in the Year of Our Lord 1433 by Jan van Eyck, Bruges"". To the right of the tapestry is van Eyck's personal motto in Greek letters ""ALC IXH XAN"" (""As I Can""), playing on the similarity between his surname and 'IXH' (an approximate transliteration of ""ich"" or ""I"" into ancient Greek characters)."
http://dbpedia.org/resource/Winged_Lion_Memorial	The Winged Lion Memorial (in Czech: Památník Okřídleného lva) was unveiled on 17 June 2014 at in Prague by the British Member of Parliament, Rt Hon Sir Nicholas Soames MP, grandson of Sir Winston Churchill. It is dedicated to the Czechoslovak airmen who served in the Royal Air Force (RAF) during World War II and who achieved acclaim for their contribution to the Battle of Britain.
http://dbpedia.org/resource/The_Sacrifice_of_Polyxena_(Charles_Le_Brun)	The Sacrifice of Polyxena is a mid 17th century painting by Frenchman Charles Le Brun. Done in oil on canvas, the painting depicts the sacrifice of Polyxena, a Trojan princess killed to appease the ghost of the Greek hero Achilles, who had died in battle against the Trojans. The painting, which is in the collection of the Metropolitan Museum of Art, was well received, and is noted to have been confused with the work of master painter Nicolas Poussin.
http://dbpedia.org/resource/Sam_Davis_Statue	"The Sam Davis Statue is a historic bronze statue of Sam Davis, the ""Boy Hero of the Confederacy,"" outside the Tennessee State Capitol in Nashville, Tennessee."
http://dbpedia.org/resource/Statue_of_Charlie_Chaplin,_Shanghai	A statue of Charlie Chaplin in installed in Shanghai's New Town Central Park in China.
http://dbpedia.org/resource/George_Peabody_(sculpture)	George Peabody is a bronze statue of George Peabody (1795–1869), by William Wetmore Story. The bronze, cast in Rome by Alessandro Nelli's foundry, is located at the East garden of Mount Vernon Place, Baltimore. It was dedicated on April 7, 1890.
http://dbpedia.org/resource/Mahatma_Gandhi_Memorial_(Washington,_D.C.)	"The Mahatma Gandhi Memorial is a public statue of Mahatma Gandhi, installed on a triangular island along Massachusetts Avenue, in front of the Embassy of India, Washington, D.C., in the United States. A gift from the Indian Council for Cultural Relations, it was dedicated on September 16, 2000 during a state visit of Indian Prime Minister Atal Bihari Vajpayee in the presence of US President Bill Clinton. Sparked to action in the wake of the 50th anniversary of Indian independence in 1947, the US Congress passed a bill in 1998 authorising the Government of India to establish a memorial to Gandhi on US federal land in the District of Columbia. The 8 ft 8 in (2.64 m) bronze statue depicts Mohandas Karamchand Gandhi in ascetic garb, in reference to his 1930 march against the salt tax in India. It was designed by , a sculptor from Kolkata. The statue is mounted on a 16 ton plinth of ruby granite from Ilkal, Karnataka, standing in a circular plaza of gray granite pavers. Behind it are three slabs of Karnataka red granite with inscriptions honoring Gandhi's memory, and in front of it is a seat also of red granite. The statue bears an inscription with Gandhi's answer to a journalist who asked for his message to the world: ""My life is my message."" The Mahatma Gandhi Memorial unveiled in Milwaukee in 2002 includes a similar statue by Gautam Pal, also mounted on a red granite plinth."
http://dbpedia.org/resource/Melencolia_I	"Melencolia I is a large 1514 engraving by the German Renaissance artist Albrecht Dürer. The print's central subject is an enigmatic and gloomy winged female figure thought to be a personification of melancholia – melancholy. Holding her head in her hand, she stares past the busy scene in front of her. The area is strewn with symbols and tools associated with craft and carpentry, including an hourglass, weighing scales, a hand plane, a claw hammer, and a saw. Other objects relate to alchemy, geometry or numerology. Behind the figure is a structure with an embedded magic square, and a ladder leading beyond the frame. The sky contains a rainbow, a comet or planet, and a bat-like creature bearing the text that has become the print's title. Dürer's engraving is one of the most well-known extant old master prints, but, despite a vast art-historical literature, it has resisted any definitive interpretation. Dürer may have associated melancholia with creative activity; the woman may be a representation of a Muse, awaiting inspiration but fearful that it will not return. As such, Dürer may have intended the print as a veiled self-portrait. Other art historians see the figure as pondering the nature of beauty or the value of artistic creativity in light of rationalism, or as a purposely obscure work that highlights the limitations of allegorical or symbolic art. The art historian Erwin Panofsky, whose writing on the print has received the most attention, detailed its possible relation to Renaissance humanists' conception of melancholia. Summarizing its art-historical legacy, he wrote that ""the influence of Dürer's Melencolia I—the first representation in which the concept of melancholy was transplanted from the plane of scientific and pseudo-scientific folklore to the level of art—extended all over the European continent and lasted for more than three centuries."""
http://dbpedia.org/resource/The_Passion_of_Christ_(Strasbourg)	The Passion of Christ (French: La Passion du Christ) is a set of ten late 15th-century, Gothic religious paintings now displayed in the choir of the Catholic part of Old Saint Peter's Church in Strasbourg, France. The set is classified as a Monument historique by the French Ministry of Culture since 1978.
http://dbpedia.org/resource/Sacred_Heart_of_Jesus_(Roxas,_Capiz)	The Sacred Heart of Jesus is a giant statue of Jesus Christ in Roxas, Capiz in the Philippines. The 132-foot (40 m) monument, said to be the tallest of its kind in the Philippines, was built in 2015 within the Pueblo de Panay mixed-use development.
http://dbpedia.org/resource/Divina_Pastora_(Barquisimeto)	Divina Pastora (English title: Divine Shepherdess) is a statue of the Madonna and Child, the Virgin Mary holding the infant Jesus, with a lamb at her side. It is considered to be one of the most important religious icons of Venezuela. Divina Pastora is the patron saint of the city of Barquisimeto and of the Venezuelan National Militia. The image dates from 1735. Divina Pastora is celebrated in a procession on January 14 of each year, when a massive Marian procession occurs, considered to be one of the largest in the world, attracting millions of pilgrims. The statue is removed from its shrine and is carried on the main streets of Barquisimeto in a procession which starts at the Iglesia de la Divina Pastora in Santa Rosa until it reaches the Cathedral of Our Lady of Mount Carmel. This procession is unlike those mass Marian celebrations in the world where the image does not leave its temple. This procession occurs due to the devotion the people of Barquisimeto have towards it as gratitude towards saving the city from a cholera outbreak that occurred in the city in the 19th century. In 2016, 4,000,000 faithful honored the Divina Pastora.
http://dbpedia.org/resource/Portrait_of_Fortunato_Bartolomeo_de_Felice	Portrait of Fortunato Bartolomeo de Felice is a painting by an unknown artist, probably completed between 1750 and 1765. The portrait was commissioned by Fortunato Bartolomeo De Felice himself, an Italian count and Enlightenment figure. The portrait is one of few in existence and most fully representative work of de Felice.
http://dbpedia.org/resource/Le_Bateau	"Le Bateau (""The Boat"") is a paper-cut from 1953 by Henri Matisse. The picture is composed from pieces of paper cut out of sheets painted with gouache, and was created during the last years of Matisse's life."
http://dbpedia.org/resource/Arbre_à_palabres_(Bonambappe)	L'arbre à palabres is a permanent sculpture located in Douala (Cameroon). Created by the architecte Frédéric Keiff in 2007, it looks like a palaver tree, whose trunk and branches are made of painted iron rods, while attached fragments of colored glass represent leaves.
http://dbpedia.org/resource/Studies_of_the_Fetus_in_the_Womb	Studies of the Fetus in the Womb are two colored annotated sketches by Leonardo da Vinci made in around 1511. The studies correctly depict the human fetus in its proper position inside a dissected uterus. Leonardo depicted the uterus with one chamber, in contrast to theories that the uterus had multiple chambers which many believed divided fetuses into separate compartments in the case of twins. Leonardo also correctly drew the uterine artery and the vascular system of the cervix and vagina.
http://dbpedia.org/resource/Senecio_(Klee)	Senecio or Head of a Man Going Senile is a 1922 Cubist painting by Swiss-born artist Paul Klee. It is currently in the Kunstmuseum Basel.
http://dbpedia.org/resource/Nu_couché_(sur_le_côté_gauche)	Nu couché (sur le côté gauche) is a 1917 painting by Amedeo Modigliani. The painting was included in a 2017/2018 Tate Modern exhibition of Modigliani's works. The painting was sold by auction by Sotheby's in April 2018. Writing in The Guardian, British arts journalist Jonathan Jones compared it to Ingres' 1814 work Grande Odalisque.
http://dbpedia.org/resource/Jeune_Fille_Endormie	Jeune Fille Endormie is an oil on canvas painting by Spanish painter Pablo Picasso, executed in 1935. It was sold at Christie's auction house in London in 2011 for nearly £13.5 million after being donated to the University of Sydney by an anonymous American donor.
http://dbpedia.org/resource/Oregon_Landscape	Oregon Landscape (also known as Hardy Relief, Oregon Country, and Oregon Landscapes) is a 1962 bronze sculpture by Tom Hardy, installed on the southern exterior wall of the Science Research and Teaching Center, on the Portland State University campus in Portland, Oregon, United States. Previously, the artwork was installed on Fariborz Maseeh Hall's western facade.
http://dbpedia.org/resource/Statue_of_Atatürk_(Turkish_Embassy,_Washington)	Mustafa Kemal Atatürk is an outdoor sculpture of Mustafa Kemal Atatürk, installed outside the Embassy of Turkey, Washington, D.C. (1625 Massachusetts Avenue), in the United States. It is one of two statues in Embassy Row depicting Kemal Atatürk; the other was installed outside the Turkish Ambassador's Residence (1606 23rd Street NW), on the periphery of Sheridan Circle, in 2013.
