artwork	desc
http://lod.sztaki.hu/data/item/17406	"[""The Holy Spirit church in the city of Sopron has two side-altars. One is the Holy Cross altar, about which the 1782 contract drawn up with the painter, István Dorffmaister and the sculptor, Ferenc Müller has remained to us. The other is the Pieta altar decorated by the picture exhibited here. Very early in the year 1783 a cabinet-maker was paid for having dissembled and reassembled the high altar and the two sidealtars in 1782. One of the (old) side-altars may have been the Pieta one whose altarpiece was perhaps made at the same time with the high altar's painting (cat. no 108Ö, as its technique of execution suggests. We consider both that altarpiece and this side-altarpiece as works made in the 1750's by Joseph Ignaz Mildorfer.\n\n18th century Pieta compositions usually feature few figures: in most of them, there is but an angel to share the grief of Mary shown broken over her dead son. However, the Sopron altarpiece was composed by its painter from five figures, arranging St. John supporting Mary, Mary Magdalene wiping Christ's wounds and a woman embracing his hanging arm around the central figure of Christ himself lying in her mother's lap. The picture's basic tone is grim and dark. Its figures are almost bodyless. Glaring lights illuminate the faces depicted in sharp foreshortening and some widely fluttering draperies that make the composition almost burst. The figures of the windblown vision are mostly linked by the strange expressive forms of the strongly accentuated hands in a feature characteristic of Mildorfer's art in the style of the 1750s. His painting at Sopron is not related to his early Pieta (St. Moritzen bei Telfs, 1742) but rather to the sketch at Graz, similarly unquiet in the intensity of expression (Graz, Joanneum). Here again, similarly to many other works of his. Mildorfer set out from a composition by Troger: his figure of Christ is almost a paraphrase of Troger's Pieta in Vienna (Historisches Museum der Stadt Wien), yet without the latter's power of plasticity and confidence of composition. Unlike the high altar's painting at Sopron, this picture was not attributed to Dorffmaister and got its only mention in Sopron's topography referring to it as a painting close to Franz Sigrist."", 'A soproni Szentlélek-templomban két mellékoltár áll. A szentkereszt-oltár, amelyről fennmaradt a festő Dorffmaister István és szobrász Müller Ferenc szerződése 1782-ből, s a Pieta-oltár, amelyet a kiállított kép díszít. Az 1783-as év legelején pedig azért fizettek az asztalosnak, hogy a templomban a főoltárt és a két mellékoltárt 1782-ben szétszedte és újra felépítette. Az egyik ""régi"" mellékoltár a Pieta-oltár lehetett, amelynek oltárképe, formajegyei alapján, egyidőben készülhetett a főoltárképpel. S miként azt, úgy e mellékoltárképet is Joseph Ignaz Mildorfer 1750-es években készült alkotásának tartjuk.\n\nA 18. századi Pieta-kompozíciók általában kevésalakosak, s a halott fiát sirató Mária gyászában legtöbbször csak egy-egy angyal osztozik. A soproni oltárképet viszont a festő öt alakból komponálta, s az anyja ölében fekvő Krisztust a Máriát támogató Szent Jánossal, a Krisztus sebeit letörlő Mária Magdolnával s lehajló karját átölelő asszony alakjával vette körbe. Komor, sötét a kép alaptónusa. Figurái már-már testetlenek. Az éles fények a kompozíciót szinte szétfeszítő, szélesen lobogó drapériákat s erős rövidülésben ábrázolt arcokat világítanak meg. A szélfútta látomás alakjait leginkább az erősen kihangsúlyozott kézfejek, különös, expresszív formái kötik össze, mindez Mildorfer művészetében az 1750-es évek stílusának jellegzetessége. Soproni festménye nem korai Pietá-jának (St. Moritzen bei Telfs, 1742) rokona, sokkal inkább a kifejezés intenzitásában hasonlóan zaklatott grazi vázlaté (Graz, Joanneum). Itt is, mint annyi képen, Mildorfer Troger-kompozícióból indult ki. S Krisztus figurája Troger bécsi Pietájának (Historisches Museum der Stadt Wien) valóságos parafrázisa, csak éppen annak plasztikai ereje és kompozíciós biztonsága nélkül. A képet - eltérően a soproni templom főoltárképétől - nem sorolták Dorffmaister alkotásai közé, s említeni is csupán a soproni topográfia említi, mint Franz Sigristhez közeálló festményt.']"
http://lod.sztaki.hu/data/item/18549	"['The subject matter of mourning has a literary portrayal in János Thorma\'s pictures. The scene in a graveyard shows that death is not particular about anybody and that mourners have preserved signs of their privileged status. The lady in black cannot avoid kissing the baby of the peasants at a moment of charity. The man wearing a hat and gloves is holding a handkerchief to the mouth, the autumn fog is choking him, but his eyes show that he is leaving the graveyard in thoughts. Peasant women are standing as if Fatal Sisters, probably by graves of soldiers.\n\nThorma had been returning to the  subject matter of ""Rise Up, Hungarians"" for several decades, going through  the history  of 1848 which he managed to recall in some sketches, but his phantasy failed when this picture was to be painted.']"
http://lod.sztaki.hu/data/item/14839	"['Benczúr\'s early landscapes, i.e. those made between 1873 and 1875, often feature figures, mostly that of his wife. When she died in 1890, leaving behind four orphans, sadness moved into the Benczúr\'s home. The painter married again two years later, and the newly discovered family harmony reappeared in his compositions. This particular painting, too, shows the artist\'s second wife delighting in the abundant beauty of the natural surroundings.\n\nIn another of his works, painted in 1890 and entitled ""Among Mallows"", there are amorettes of Rubenite roundness surrounded with floral decoration on similar Baroque pomp. In the case of this particular painting, however, the mythological references, which were typical in the painter\'s later works, are missing: the harmonious relationship between man and Nature is depicted directly. Employing the entire artistic vocabulary of European painting in a masterly way, but substituting the brilliant surface of Impressionism with the partiality to details of Naturalism, the painter makes a sincere statement about the love of life and the faithful attachment to his spouse.']"
http://lod.sztaki.hu/data/item/17888	['Perlrott Csaba studied with Matisse in Paris in 1905, however, the influence of Cézanne became decisive in his art. In 1911 he travelled to Spain where he was strongly influenced by El Greco. In his Adoration of the Magi the two influences are present simultaneously.']
http://lod.sztaki.hu/data/item/19233	"[""The relief was probably executed by Tommaso Fiamberti Florentine sculptor, one of the pupils of Desiderio Settignano. It is assumed that the relief decorated the top of the portal of the chapel in King Matthias's summer palace at Visegrád.""]"
http://lod.sztaki.hu/data/item/19508	"['The statue of this popular herdsmen\'s saint came to the museum from the art trade. Its provenance is unknown. The saint\'s only attribute is the sack on his side; the stick from his hand and the hat from his head have been lost. His fancy folk costume recalls the costumes of pastoral plays. His emphasized ""contrapposto"" and a strong twist of his body is a general characteristic of the sculptural style of around 1760, but it also proves the figure to have stood at the side of an altarpiece.\n\nThis statue is essentially a mirrored counterpart of the figure of ""St. Florian"" in Nagykanizsa\'s Franciscan church, which is unanimously attributed to Joseph Straub (1712-1756). They are similar in their anatomical exactness (which, however, is less successful in the case of St. Wendelin), and the fine broken folds of their clothes. The affected expression of St. Wendelin\'s face, his eyes drawn to the sky and opened mouth are common details of the Straub brothers. The statue\'s surface, the gilding combined with colour of body, is also characteristic of Joseph Straub\'s Marburg (Maribor) workshop.']"
http://lod.sztaki.hu/data/item/19096	['The picture shows a detail of the most significant Romanesque church portal in Hungary. The west portal of the church at Ják is richly decorated and in the niches of the step-gable the statues of Christ and the Apostles can be found.']
http://lod.sztaki.hu/data/item/18628	"['Uitz a vörös takarón fekvő, plédbe burkolódzó, alvó nőalakot már a Tanácsköztársaság bukása utáni ""csendben"" festette. Életszituációjából érthetően vált ekkor Uitz művészetének egyik fő témájává a kendőbe vagy plédbe burkolódzott modell ábrázolása, ami az emigráció első évében, Bécsben született rézkarcainak egész során visszatér. A Fekvő nő ezeknek az 1920-as munkáknak az előzménye, feltehetően a magyarországi alkotóperiódus utolsó festménye, s egyúttal Uitz olajképei közül a legismertebb. A reneszánsz Vénusz ábrázolásokra is visszautaló témájában és fénnyel modelláló plasztikus megoldásában, kompozíciós zártságában jól mutatja e kép, hogyan élt tovább a tradíció szelleme a művészben az izmusok problémáival való kísérletezés mellett.', 'After the fall of the Hungarian Soviet Republic Uitz began to paint the figure of the sleeping woman lying on a red rug and with a cover over her. Changes in his life explain why he started to paint models who had a cover on them which returns in series of copper engravings during the first year of his emigration in Vienna.  ""Reclining Woman"" is a forerunner of works of 1920, and was probably the last picture of his artistic period in Hungary. It is the best known of Uitz\' oil paintings. The picture demonstrates clearly with the subject matter recalling renaissance Venus portrayals, with the way light is applied to model plasticity  and with its composition that the spirit of tradition survived  in the artist while he was experimenting with various isms.']"
http://lod.sztaki.hu/data/item/15820	"['Sötét háttérből emelkedik ki a kellemes külsejű, simára borotvált arcú fiatalember mellképe. Tekintetét kissé elmerengve a néző felé fordítja. A kor divatjának megfelelő Vatermörder nyakravalót, kihajtott gallérú barna kabátot visel. A beállítás közvetlen, egyszerű, a finoman árnyalt színezés kellemes összhangot kölcsönöz a képnek. A barokk udvari portré színpadias beállításából, retorikájából itt már semmi sem érződik, stílusában, felfogásában Goez portréja a német arcképfestők, Anton Graff, Dorothea Therbusch józan polgári szemléletéhez, őszinteségéhez igazodik. Képünk valószínűleg azonos azzal az Önarcképpel, melyet Goez életrajzírója, E J. Lipowsky a leopoldskroni Firmian kastélyban említ s amelyet a képmásgyűjtemény jegyzékében de Goez Baron nevén tartottak számon. Hasonlóan több más festő önarcképhez a gyűjtemény felbomlása után ez a képmás is Budapestre került. Ezt az összefüggést látszik megerősíteni a többi képpel - Rugendas, Purgau stb. - megegyező méret s a hasonló felirat.', ""This bust portrait of the smooth-shaven, pleasant-looking young man emerges against a dark background. He turns his contemplative eyes on the spectator. His Vatermörder neckerchief and brown coat with its collar turned down match the fashion of the time. His simple, unreserved pose and the fine-tinted colouring ensures the pleasant harmony of the picture. Nothing is felt here of the theatrical poses and rhetoric of Baroque courtly portraiture. With the style and artistic approach of this portrait Goez followed the sober bourgeois view and sincerity of such German painters as Anton Graff or Dorothea Therbusch. This portrait probably can be identified with the self portrait which, according to Goez's biographer, E E Lipowsky, was conserved in Leopoldskron's Firmian Mansion, and was listed in the collection's portrait lists as de Goez Baron. As with to other painters' self portraits, this one also came to Budapest after the dispersal of the collection. This is confirmed by the picture's dimension and type of inscription, which are similar to those of the other self portraits (Rugendas, Purgau etc.).""]"
http://lod.sztaki.hu/data/item/15424	"['A mű ahhoz a huszonnyolc büszthöz tartozik, amelyek a pozsonyi (Bratislava) Szent Márton-dóm egykori kóruspadját díszítették. Ezt Eszterházy Imre érsek, Magyarország, prímása megbízására emelték. A stallumokat, amelyek az 1497-ből való gótikus kóruspadokat váltották fel. 1736. november 5-én, Szent Imre napján használták először.\n\nMindmáig csupán ezek a kanonoki feljegyzésekből 1880-ban publikált adatok szólnak a stallum felállításáról, további levéltári anyag azóta sem került elő. Így azután semmit sem tudunk azokról az asztalosokról és fafaragókról, akik a művet kivitelezték. A kóruspadok kinézetéről és elhelyezkedéséről fogalmat nyújt a bécsi Franz Altnak a Szent Márton-dóm szentélyéről 1848-ban készített lavírozott rajza, amelyet 1970-ben Bécsben, a Dorotheumban árvereztek és azóta lappang. Egy 20. századi másolata is ismert Csákós Józseftől, amely a pozsonyi városi múzeumban található (Bratislava, Mestké múzeum).\n\nA dómnak a 19. század 60-as éveiben végzett purisztikus restaurálása során eltávolították a barokk stallumokat, a helyükbe neogótikusak kerültek. Az ülések maguk Bécsbe jutottak, az egykori Kinsky-palotába, a büsztöket Enea Lanfranconi műgyűjtő szerezte meg. Az irodalom egy része, amelyhez 1929-ben még Pigler Andor is csatlakozott, Johann Messerschmidt alkotásainak tekintette őket. Albert Ilg már 1893-ban azonban felismerte összefüggésüket Georg Raphael Donnerrel és kilenc darabot bemutatott a jubileumi Donner-kiállításon.\n\nA 20. század elején a mellszobrok Budapestre kerültek és huszonnégy darab, amelyeket annak idején megszerzett az Iparművészeti Múzeum, ma már a Magyar Nemzeti Galériáé és az állandó kiállításon látható. A maradék négy büszt magántulajdonba került és csak 1943-ban bukkantak fel egy budapesti árverésen, majd újra eltűntek.\n\nA sorozattal Aggházy Mária foglalkozott behatóan, aki szintén a Donner-műhelybe sorolta azt. Nézete szerint stilisztikai okokból elsősorban Jacob Schletterer és Franz Kohl jöhet számításba mint Donner tervei után faragó, kivitelező művész. Véleményünk szerint több szobrász is osztozhatott Donner megbízásából ezen feladaton, szám szerint hatan vagy heten, akik valószínűleg nem mind tartoztak közvetlen munkatársai körébe, hanem önálló, helyi mesterek is voltak köztük. Donner segédei közül Kohl mellett Gottfried Frietsc és Ludwig Gode is számba jöhetett, Schletterer viszont aligha, mert ő ekkor már mint önálló mester Zwettlben dolgozott. Az ikonográfiai programot Aggházy Mária csak részben fejtette meg és az sok szempontból nyitva maradt. A büsztök sorrendje bizonytalan, még ha újabban az aljukon bevésett római számokat fedeztek is fel, amelyek bizonyára 1736-ból valók és a stallumon történt eredeti elrendezésükre utalnak.\n\nA kiállított női mellszobornak nincs attribútuma, ami tematikailag jobban meghatározhatná. Aggházy Mária a sorozat többi női büsztjével együtt Szibillának értelmezte, de lehetséges az is, hogy fiatal női szentet testesít meg. Hasonló típus gyakran előfordul Donnernál. A legközelebbi rokonságban a ""Mária vigasztalása-"" és a ""Levétel a keresztről""-domborművek Mária Magdolna-ábrázolásaival áll. A távolságtartó, sima formaadás alapján Gode vagy Kohl kivitelezésére gondolhatunk. A büszt alsó felületén bevésett IIII római szám szerint a mű eredetileg a stallum jobb vagy bal oldalán negyedikként következett. A kerek talapzat minden bizonnyal utólag került rá, amikor a stallumot eredeti helyéről eltávolították.', 'The work belongs to the twenty-eight busts that decorated the former choir stalls of St. Martin\'s church in Pozsony (Bratislava). The stalls which replaced a series of Gothic choir stalls from 1497, were commissioned by Imre Esterházy, Prince-Archbishop of Hungary, and put into use on 5 November 1736, the feast day of St. Imre (Emeric).\n\nThese data, recorded by the chapter of St. Martin\'s, and published in 1880, are the only ones about the construction of the stalls. Hitherto no other archivalia had been found. Thus we know nothing about the wood-carvers and joiners who took part in implementing the work. Only a pen and washed drawing of the sacristy, made in 1848 by the Viennese painter Franz Alt - sold by auction at the Viennese Dorotheum in 1970, and since then disappeared - gave some notion of the former and layout of the stalls. A copy of the drawing, made by József Csákós at the beginning of the 20th century, can be found in the Bratislava Mestské múzeum.\n\nIn the course of the purist restoration of the church, carried out in the sixties of the 19th century, the Baroque stalls were removed and replaced by Neo-Gothic ones. The former stalls go to Vienna, in the then Palais Kinsky, while the busts were bought by the art collector Enea Lanfranconi. Some art literature, supported in 1929 even by Andor Pigler, still attributed them to Johann Messerschmidt. However, in 1893 Albert Ilg realized their connection to Donner, and exposed nine of them at the Donner anniversary exhibition.\n\nThe busts got to Budapest at the beginning of the 20th century. The twenty-four pieces, that time bought by the Iparművészeti Múzeum, can actually be seen in the permanent exhibition of the Magyar Nemzeti Galéria. The other four busts got into private property. They appeared in 1943 at an auction in Budapest, but later disappeared.\n\nThe firs art historian who investigated the details of the problem was Mária Aggházy. She also attributed them to Donner\'s workshop. In view of stylistic considerations, she considered that it had been primarily Jacob Schletterer and Franz Kohl who, on the basis of Donner\'s designs, had executed the busts. In our opinion there were more - six or seven - wood-carvers who took part in this work. Probably they didn\'t all belong to Donner\'s workshop; there could have been some independent, local masters as well, who carried out some busts commissioned by Donner . Among Donner\'s assitants not only Kohl, but also Gottfried Fritsch and Ludwing Gode can be considered; but not Schletterer, who at that time was already working in Zwettl as an independent master. The iconographic programme was only partially unravelled by Mária Aggházy, and her explanation is still open to question in many respects. We don\'t know the original succession of the busts, even though engraved Roman numerals have been recently found at the bottom of some of them. These date probably from 1736 and might refer to the original layout of the stalls.\n\nThe exhibited female bust has no attributes that could make her identification possible. Aggházy considered her, as all the other female busts of the series, a Sybil, but it is possible that she represents a young female saint. The figure recurs several times in Donner\'s ""oeuvre"". It is closely related to the figure of Mary Magdalen in the reliefs ""Consolation of Mary"" and ""Descent from the Cross"". The distant manner of modelling may refer to Gode or Kohl as executive masters. At the bottom of the bust the Roman numeral IIII is engraved. Thus the work could originally have been the fourth piece of the series on the right or left side of the stalls. The circular socle was added certainly later, after the removal of the stalls.']"
http://lod.sztaki.hu/data/item/17535	"['For a great part of his life, János Nagy Balogh lived in conditions of extreme poverty and earned his living as a decorator. He had hardly any formal education, being a self-taught man. His art bears a slight resemblance to early Cubism and his best works have a constructive arrangement, sound composition and blunt, light colours.\n\nHe painted a long series of self-portraits, and his mother also sat for him on many occasions. Thei home and modest possessions were the subject of many of his works. Between 1910 and 1914 he painted a great series of navvies, and this forms a significant part of his oeuvre. The series was inspired by the building of the Wekerle estate near their home in Kispest, a poor suburb of Budapest. Nagy Balogh spent most of his time among the workmen, making colour sketches and study drawings of the labouring navvies as they pushed wheelbarrows and shovelled and flattened the suburban ground. This work, ""Navvies"", shows the strong influence of Millet\'s art. It is characterized by a logical, simple arrangement, a simplification of visual sensation, and emphatic block-life forms.']"
http://lod.sztaki.hu/data/item/17152	['This study was executed for the fresco on the nave ceiling in the Cathedral of Szombathely.', 'A tanulmány a szombathelyi székesegyház hajójának mennyezetfreskójához készült.']
http://lod.sztaki.hu/data/item/19114	['The picture represents the west portal of the Saint Michael Chapel in Kassa.']
http://lod.sztaki.hu/data/item/17386	['Dénes Bánffy (1723-80) was a Master of the Horse and Lord Lieutenant of Kolozs County.']
http://lod.sztaki.hu/data/item/14690	['The event took place on 24th August 1842. However, Barabás executed the painting in 1864 for the commission of Count Simon Sina. The painter used his earlier sketches. There is also a surviving ink drawing by which the persons on the painting can be identified.']
http://lod.sztaki.hu/data/item/17464	['The painting was the lower left panel on the fixed outer wing of the High Altar in the Mary Church at Selmecbánya.']
http://lod.sztaki.hu/data/item/16053	"['Izsó was commissioned for the Statue of Petőfi in 1871. At the beginning he executed several head studies, then he elaborated the figure of Petőfi swearing in his historic poem ""Rise up, Hungarian!"". First he depicted the poet with raised right hand, but later he experimented also with a representation showing the poet with right hand on the chest. Due to the early death of the artist the statue was completed by Adolf Huszár. The final version shows the poet with raised right hand.']"
http://lod.sztaki.hu/data/item/14913	"['At first sight, a window going to some water, the flood of the morning light and the fresh and promising beauty of a summer morning  constitute the subject of the picture. The composition type is double picture well-known in the history of painting, or ""a picture in the picture"", which is a way of expressing a meassage, very often a philosophical one.  he world inside and outside the window can be logically  brought into connection with the lack of illusions of the man-made environment and the flight of phantasy. The most general interpretation is  a contrast between objective existance and the soul\'s longing for freedom. Bernáth\'s ""Morning"" suggests different interpretations. The landscape which is seen from the window is cold, distant and somewhat lifeless on the one hand, and the world of objects with modest appearance, is intimate and lively. Bernáth is an intellectual  and rational creature, who is a sensitive dreamer with a world of his own, he breathes life into the lifeless, he gives a personality to obejcts, his faithful companions.\n\nThe open window of the picture divides the composition into a foreground and a background: the still life of the foreground, the usual obejcts of everyday life become more beautiful and emphatic in the warmness of sunshine and poetic imagination. The landscape outside the window is distant, cool and strange: it is a counterpoint of  the foreground. The warm whiteness of the casement of the window perpendicular to the plane of the wall and the aquarium provides for a transition. Orange coloured patches of golden fish in the aquarium radiating the warmness of an inner world, project liveliness and movement to the splendid blue of the water. The landscape seen from the window keeps returning in Bernáth\'s works. The contrast of the world inside and outside inspired the artist all through his life.']"
http://lod.sztaki.hu/data/item/16482	"[""The portrait of a girl who came from the area around Szentes full of scattered farms is often referred to as the peasant infanta: her looks are stern, she has a stiff carriage as she is sitting with a straight look on the face. The simple and open looks make this portrait particularly  appealing. The composition is dominated by two colours: the green of the little girl's skirt reflecting white, blue and yellow, and the fiery red of the geranium, which projects reflexes on the child's sensitive and delicately portrayed face. The burnt umber, the reddish background and deep shadows make colours more intensive and phosphorescent,  recalling the fiery colour of Hungarian pottery of old times.""]"
http://lod.sztaki.hu/data/item/15143	['There are only three surviving sculptures of Csáky, this is one of them. There exists two versions in bronze.']
http://lod.sztaki.hu/data/item/14826	"[""The Kodály medal Fülöp Ö. Beck designed in 1942, is a memorial medal in the classic sense. It represents the composer and great music educationalist on the occasion of his sixtieth birthday. Kodály's extremely expressive and attractive profile adorns the obverse in the old tradition. The proportions of the inscription framing the profile like a string of pearls and its artistic moderation are characteristic of Beck's memorial medals. The typography always belongs to the figure composition and is part of the beauty of the medal.\n\nThe Kodály medal has forceful plasticity, as have all his later medals, especially in comparison to his earlier works from the beginning of the century which show the influence of Art Nouveau.""]"
http://lod.sztaki.hu/data/item/16025	"['In ""Watering"", a harmonious union of  man and landscape is expressed which was a fundamental experience of artists of the Nagybánya school. Iványi prepared a small sketch with a much narrower angle for it, thus the rider\'s figure dominates it. He creates a balance of dark and light patches, i.e. patches of sunshine and shadow. The huge dark green crown of trees dominating the picture, the blackish shadow of trees and horses, the waistcoat of the rider and the dark brown patch of water in the ravine counterpoise details in the sunshine. Contours become vague as the air is vibrating and impressionistic colours are painted with long strokes of the brush.']"
http://lod.sztaki.hu/data/item/15527	"[""István Farkas, a lonely figure in Hungarian art, is generally referred to as a visionary painter. He painted this Self-portrait in 1932 in Paris. The painting is the meditative confession of someone trying to reconcile the conflict between a bourgeois upbringing and artistic self-realization. The painting reveals how the artist went beyond the search for order as exemplified by Cubism, thereby approaching the dreamworld of the Surrealists while never really leaving the reality of his own constricted, immediate surrounding. The pale, translucent colours reveal an extraordinary sensitivity, while artist's subjects expose his sense of seclusion. Behind the apparent tranquility of this self-portrait there is an inner tension which characterizes all of Farkas's remarkable oeuvre as well as his own death at Auschwitz.""]"
http://lod.sztaki.hu/data/item/15194	"[""This painting foreshadows Csontváry's later visionary works. Against a background of blue sea looms an ominous figure with rough hewn features - a survivor of some sort, perhaps a fisherman of the Adriatic.""]"
http://lod.sztaki.hu/data/item/15190	"['Csontváry was about 50 years old when he painted this picture. His style was changing at that time: objective portrayal of nature was substituted  by naive expressionism. He was in search of grandiose motifs of nature and history where grandiosity was not only a tool of expression, but a symbolic meaning as well.\n\nThe picture shows a small town at the foot of Mount Vesuvius. There are houses on the right, a bay on the left and Mount Vesuvius in the background. Water fills the picture up to two thirds of it. Water which appears to be calm has wild crests along the shore. There is a long breast-work along the road, projecting a sharp shadow on the cobble stones of the road. A cart with a donkey is standing crosswise on the road as if the animal had jibbed on seeing the wild waves. The waggoner is sitting indifferently in the driver\'s seat. A man is standing with his back to the load that is on the cart. A horse can be seen on the side of the picture. A figure is standing on the balcony  of a house and is keeping watch. A cyclist can be seen somewhat away from him, his shadow is projectedon the wall. There is one more figure  in the picture: a man sitting in  a boat. There are no more signs of human beings around. The line of workshops and factories is continued by houses. The shape of the cloud follows the direction of the smoke. Two sailboats are gliding towards the coast one of which has the words, ""Castellammare di Stabia, 1902"" written on it.\n\nThe balance of the picture, the unity of town and nature, water and hill are perfect. The colours of the picture are bright. Houses are orange and pink, the water is royal blue and white. The sand is black with a strip as red as lava. The sailboats are orange and purple. The sky is a mixture of blue, grey, light green and greenish pink. One cannot help feeling the elementary power of nature. View becomes vision.']"
http://lod.sztaki.hu/data/item/18191	"[""The painter, Károly Fülöp Schallhas, was born in Pozsony. Of his life we know little beyond the fact that he studied at the Vienna Academy and was active in that city. He was admitted to the school probably between 1783-1786; he had a stimulating master in Johann Christian Brand, a teacher of landscape painting who at one time had been active in Hungary. In January 1787 Schallhas shared with Anton Troger an Art School Prize, his own painting being based on a theme from Gessner's idylls. In 1790 he became a member of the Academy and in 1795 was appointed teacher in the Faculty of Landscape Painting. He died an early death in 1797 by which time he was an assistant professor under Friedrich August Brand.\n\nThe five oil paintings and about one hundred drawings surviving from an oeuvre still not fully researched, show Schallhas to have been an artist sensitive to nuances of colour, capable of delicate brushwork and interested in the relationship between man and nature, he was fascinated by the beauty of the Austrian countryside and the drawings he made on his journeys reflect personal experiences. In his oil paintings he tried to give a more general representation of airy landscapes, hazy light and local atmosphere. His choice of subject suggests a slightly romantic outlook and, especially in his sketches, a leaning towards historicism. His landscapes with wide horizons, the details merging hazily with the sky, are often charged with tension but the view itself is always composed of quietly arranged harmonious structural elements. In this picture the approaching storm is indicated by changes in the light, dark shadows of the accumulating clouds and a rising wind that stirs up the dust raised by the homeward bound cattle. And this is represented by the painter in hazy colours and with a touch of nostalgia.""]"
http://lod.sztaki.hu/data/item/15742	"[""István Ferenczy, the great pioneer of Hungarian sculpture, is closely connected with the hardest period of Hungarian fine arts. It is less well known however, that he originally intended to be a medallist, and studied medal art of the Viennese Academy. In 1823 he made a bronze medal representing Pope Pius VII, proving that he was excellent realist. At that time most memorial medals in Hungary were made by Austrians. Later he turned to monumental sculpture, but in the last phase of his life, after his return to his native town of Rimaszombat, he again turned to medals for his own amusement. He worked mainly in wax. The most beautiful piece of this last series is the one shown here, of his sister, Zsuzsanna Ferenczy. István Ferenczy's medals were only a hopeful promise of an independent Hungarian medal art - a flash in the dark in the in the middle of the nineteenth century. It was not for another fifty years that this art began to come into its own.""]"
http://lod.sztaki.hu/data/item/14802	"['Magyarországon - számos európai országhoz hasonlóan - a századfordulótól kezdve a modern művészet újításai először a festészetben jelentkeztek, de a szobrászat is hamar fölzárkózott. Azok a művészek, akik a század elején a magyar szobrászat megújításán fáradoztak, paradox módon a régi korokban, az archaikus vagy klasszikus plasztikai formák között keresték forrásaikat. A szecesszió stílusjegyei kezdettől fogva meghatározták Beck Ö. Fülöp érmeit és ötvösművészeti tárgyait, s szobraiban is nyomon követhetők. 1905-ben került kapcsolatba Adolf Hildebrand müncheni iskolájával, amely a klasszikus görög művészet kultuszával Európa-szerte nagy hatást gyakorolt a szobrászatra.\n\nAz 1914-ben készült Aphrodite már témaválasztásánál fogva is, de méginkább tiszta, harmonikus plasztikai megfogalmazása révén erről a hatásról árulkodik. A modern magyar szobrászat úttörőjének ebben a művében a klasszikus hagyomány, a szecesszionista dekoratív ízlés és a század eleji modernizmus sajátos ötvözete figyelhető meg.', 'As in other countries, in Hungary, too, sculpture soon followed in the footsteps of radical changes that were taking place in the sphere of painting. Yet paradoxically, those artists whose programme was the rejuvenation of Hungarian sculpture looked for inspiration in archaic and classical forms. Fülöp Ö. Beck\'s medals and ""metal sculptures"" showed the stylistic marks of Art Nouveau from the very beginning. In 1905, the artist became acquainted with Adolf Hildebrands\'s art in Munich, whose cult of classical Greek art had a profound influence on European sculpture.\n\nThe theme, and even more so the harmonious plastic rendering, of ""Aphrodite"" (1914) stand as witness to this inspiration. Classical tradition, the fondness for decorativity typical of Art Nouveau combined with the modernism of the beginning of the 20th century uniquely blend in this creation of the pioneer of modern Hungarian sculpture.']"
http://lod.sztaki.hu/data/item/18947	"['A festmény az 1910-es években készült, abban az alkotóperiódusban, melyet maga Ziffer ""dekoratív impresszionizmus""-nak nevezett. A francia példakép, Matisse hatása talán e képén a legszembetűnőbb. A Fauves csoporttal való rokonvonások közül a valóság látványából való kiindulás mindvégig jellemzi Ziffer művészetét. A festmény határozottan szerkesztett. Hatalmas, szélesen terpeszkedő hegyhát tövében, kanyargó út mentén apró, szegényes házak, Nagybánya bányászházai sorakoznak. A látvány egy düledező léckerítés fölött tárul a néző elé. Az előtér-középtér-háttér dekoratív színakkordjai bizonyos szimmetriát mutatnak, ugyanúgy mint a kompozíció formai tagolódása. Az előtér és háttér nagy kék-fehér-rozsda színfoltjai között a középtérben - tördelt, apró formákon - zöldek, sárgák jelennek meg. Az ecsetkezelés frissesége a vastagon felvitt festékrétegben - különösen az előtér hófoltjainak megfestésében - követhető nyomon.\n\nA Tájrészlet kerítéssel Ziffer Sándor talán legjobb festménye, melyen mind nagyszerű kolorisztikus tehetsége, mint a formákat rendkívül egyszerű eszközökkel, világosan értelmező rajztudása megnyilvánul.', 'The picture was painted in the 1910s, in a period which Ziffer referred to as  ""decorative impressionism"". It is particularly obvious from the picture that Matisse influenced his art. He considered reality as a starting point, like artists of Les Fauves. This principle was characteristic of Ziffer\'s art all through his life. The picture has a definite composition. There are small, poorly houses along the winding road at the foot of a mountain. They are miner houses of Nagybánya. The view opens over a fence which is badly in need of repair. Decorative colours in the foreground, the middle and the background show a symmetry of some kind. The same applies to the formal division of the composition. Greens and yellows on fractions of forms appear in the middle of the picture, they are located between patches of blue, white and rust. The freshness of the brushwork can be recognized in layers of paint, especially in the snow in the foreground of the picture.\n\n""Landscape with Fence"" is perhaps one of Ziffer\'s pictures  which proves that he is a master of colours, and that he interpretes forms with very simple tools.']"
http://lod.sztaki.hu/data/item/15174	"[""In the 1930s Csók discovered a new subject for painting: Lake Balaton. With its rapidly changing light and colour effects the lake exercised a powerful influence on the development of modern Hungarian painting. There were painters who devoted practically their whole life-work to the most perfect possible rendering of the lake and the surrounding landscape. The last important phase of Csók's work as an aged artist is associated with Lake Balaton. The landscapes he painted here proved suitable for the expression of great passions as well as of harmonious serenity.""]"
