artwork	desc
http://data.europeana.eu/proxy/provider/90402/SK_A_1662	"Cornelis Evertsen the Youngest (1642–1706) came from a true seafaring family. Like him, his father and uncle
were both lieutenant-admirals. All three served the Admiralty of Zeeland, an important part of the Dutch
navy. Evertsen was also a fervent supporter of the House of Orange, as his sash reveals. The cannon and
the naval battle scene refer to his professional career."
http://data.europeana.eu/proxy/provider/90402/SK_A_4100	In 1792, the merchant Gildemeester converted two large rooms in his house on Amsterdam’s Herengracht into a picture gallery. Here we see that the walls are densely hung with paintings in gilded frames. Gildemeester stands in the middle of the front room, conversing with one of his guests. The visitors are studying the famous works, including a Rembrandt, visible above Gildemeester’s head.
http://data.europeana.eu/proxy/provider/90402/SK_A_3780	The highest-ranking Dutch East India Company (VOC) official in Asia was the governor-general. He presided in the Castle of Batavia (now Jakarta, Indonesia), a fort built by the Dutch. The assembly hall in the Castle of Batavia was the centre of Dutch power in Asia. The walls were hung with portraits of all of the governors-general. Most of the 18th-century examples shown here were painted in Asia, often by anony¬mous artists.
http://data.europeana.eu/proxy/provider/90402/SK_A_4078	The actual audience was held in the sultan’s private living quarters in the palace. After the meal with the grand vizier, Calkoen and his retinue were presented with kaftans as a sign of hospitality, but also to cover the clothing of the ‘non-believers’. Ahmed sits on a throne, with four princes next to him. Calkoen is giving a speech and will afterwards present his credentials to the sultan.
http://data.europeana.eu/proxy/provider/90402/SK_A_3948	This portrait invites us to enter the room and enjoy art and music with this gentleman. Typical of the 18th century is the lack of distance between sitter and viewer: the likeness is not intimidating. We stand face to face with a cheerful young man, member of a wealthy Mennonite family from Amsterdam. The visit has caught him unawares: on his shoulder are traces of powder spilled while he powdered his wig.
http://data.europeana.eu/proxy/provider/90402/NG_2010_41	The axiom ‘clothes make the man’ also held true in Indonesia. These are not actual portraits, but ‘types’. The accurately rendered garments and batik motifs indicate not only the region from which these men came, they also provide information about their rank and status. These resolute, confident figures are exceptional and were probably painted by a non-Western artist. In European depictions, Indonesians were usually depicted as adversaries, colonial subjects or ‘innocent’ primitives.
http://data.europeana.eu/proxy/provider/90402/SK_A_3746	The protagonist in this scene, John the Baptist, the forerunner of Christ, stands partially concealed in the shade of a group of fanciful trees. It is as if Bloemaert wanted to prove that he could paint virtually anything and everything: a mountainous landscape, leafy trees, as well as figures, either nude or clad in exotic colourful gowns and arranged in complicated poses. All of this proves him to be a master of Mannerism.
http://data.europeana.eu/proxy/provider/90402/SK_A_2115	Cleopatra made a bet with Mark Antony on who could give the most lavish banquet. She won by dissolving a priceless pearl in vinegar and then drinking the mixture. De Lairesse painted this story like a scene from a play, situating the figures clad in antique costumes in a fitting décor of Classical architecture and furniture. His classicizing style breathed new life into Dutch painting.
http://data.europeana.eu/proxy/provider/90402/SK_A_4040	"Slouching in his chair, with his breeches open, the man blows smoke from his pipe through his nose. His eyes are glazed, as though he is in a stupor. In the 17th century smoking had fervent supporters as well as opponents. Some scholars held that tobacco smoke was therapeutic for both body and spirit; others were
convinced that pipe-smoking was as harmful as excessive drinking."
http://data.europeana.eu/proxy/provider/90402/SK_A_3753	Leading a 120,000-strong army, the French king Louis XIV invaded the Netherlands on 12 June 1672. Glorifying Louis XIV, the Flemish painter Van der Meulen recorded the military manoeuvre. However, the artist took some liberties: at the time, the King – portrayed here on a grey horse – was actually staying at a nearby monastery.
http://data.europeana.eu/proxy/provider/90402/SK_C_1596	The taste for delicate, subtly coloured scenes set against gold backgrounds lasted longer in Siena than in Florence. This work – remarkable for the dramatic isolation of the crucified Christ between his followers (at right) and his persecutors (at left) – was probably the middle in a series of predella panels of the Passion of Christ placed beneath a large altarpiece.
http://data.europeana.eu/proxy/provider/90402/SK_A_1864	At the time of the Hague School, the French painter Courbet enjoyed a certain notoriety. He styled himself as a rebel and refused to align himself with any spe-cific style. Instead he began a one-man movement: ‘Realism’. He tried to render the ruggedness of nature by applying the paint to the canvas spontaneously, often with a palette knife. He painted these cliffs in the Jura Mountains in the vicinity of his native Ornans.
http://data.europeana.eu/proxy/provider/90402/SK_A_198	"In Greek mythology, satyrs – half-men and half-goats – were said to live in the woods and mountains. In
17th-century literature, they dwelt in the pastoral paradise of Arcadia, where one could lead a carefree life. The satyr here is presented as a shepherd of goats and sheep. He looks up from playing his flute to smile at the viewer."
http://data.europeana.eu/proxy/provider/90402/SK_A_645	From 1807 to 1809 Kleijn worked in and around Paris. Two of his landscapes from this period reveal his gratitude to Louis Napoleon. The King had bought two châteaux at Saint-Leu-la-Forêt, while his brother Napoleon owned the Château de Saint-Cloud (portrayed in the companion piece). Although this picture received great praise, it was also criticized for being too detailed and realistic. Kleijn did indeed take a grander approach in his view of Saint-Cloud.
http://data.europeana.eu/proxy/provider/90402/SK_A_3585	Using thick layers of dark paint, Breitner depicted traditional wooden boats. They seem to be robust and indestructible, but are stuck in the ice. Looming up behind their masts are large steel steamships painted in lighter, almost transparent colours. They sail in open water. Old and modern times are thus contrasted.
http://data.europeana.eu/proxy/provider/90402/SK_A_4000	Giovanni da Milano introduced richer colour and a more refined style to Florentine painting of the late 14th century. This is seen in the graceful silhouettes of the figures against the traditional gold ground. The panel was probably painted for someone with a special connection to the saints depicted: Francis, Mary Magdalene, the Virgin Mary, John the Evangelist and Ignatius of Antioch.
http://data.europeana.eu/proxy/provider/90402/SK_A_501	This painting is an ode to chastity. The Virgin sits in an enclosed garden, a symbol of virginity, surrounded by four other virgins (‘virgo inter virgines’). From attributes on their necklaces, they are identifiable as Saint Catherine with a wheel and sword, Saint Cecilia with an organ, Saint Barbara with a tower and Saint Ursula with a heart and arrow.
http://data.europeana.eu/proxy/provider/90402/SK_C_1698	With four horses, five dogs, two cows and eleven people on board, this slender ferry appears to be heavily loaded. The boats in the distance are also crowded with passengers. Salomon van Ruysdael was the interpreter par excellence of the flat, watery Dutch landscape. Here he used a tried-and-tested compositional formula: at right, a bank lined with tall trees, and at left, a body of water stretching out to the horizon.
http://data.europeana.eu/proxy/provider/90402/SK_A_2851	The Old Testament tells the story of the people of Babel who wanted to build a tower that would reach to heaven. God punished them for their pride: he confused their common language so they could no longer understand one another. This is one of the earliest painted depictions of this story; it also affords a fairly reliable glimpse of late medieval building practices.
http://data.europeana.eu/proxy/provider/2063623/GER_280_003	The idea of a spring that brings back youth to aging people, is known from antiquity to our days. In this paintings, the most famous pictorial formulation of the theme, Cranach builds on topics from medieval imagination.  From the left old women are brought to undress, get into the water and be reconverted right in the middle of the basin to young girls. On the right side they climb out of the bath, then dress up nicely and enjoy together with handsome men the pleasures of the dance, the table and love. Only the women have to enter the pool, while the men on the left side, who are also old and frail, are transformed by the affection of their companions. But the ultimate cause of rejuvenation is earthly love, represented by the Venus figure on the fountain-heading the center of the basin.
http://data.europeana.eu/proxy/provider/90402/SK_A_3920	The man leans out of a window. In his right hand he holds up a gold ring set with a stone. His left hand rests on a touchstone, an instrument for assessing the purity of gold and silver objects. The sitter might be the goldsmith Bartholomeus Jansz van Assendelft. In 1617, the year the portrait was painted, he was appointed assay-master of the Leiden goldsmiths’ guild, which would explain the inclusion of the touchstone.
http://data.europeana.eu/proxy/provider/90402/SK_C_216	Two contemporaries had themselves portrayed by Rembrandt in historicizing costumes as characters from the Bible. The couple’s tender embrace is at the centre of this poignant painting: the man’s loving gesture is returned with a gentle caress. The figures and their poses agree with the study (No 67), only the figure of King Abimelech spying on them is missing. We, the viewers, assume his role as witnesses of their clandestine love.
http://data.europeana.eu/proxy/provider/90402/SK_A_2231	The French army, which had invaded the Netherlands at the request of the Dutch Patriots, had already reached Utrecht when Daendels, a Dutch general in French service, sent Krayenhoff to Amsterdam. He was to ask the city council to step aside so that a new –Patriot –government could be installed before the French arrived. The change of authority took place in Amsterdam that same evening, 18 January 1795.
http://data.europeana.eu/proxy/provider/90402/SK_A_4482	This bird’s-eye view of the Mollucan island of Ambon has a small portrait of its first Dutch governor, Frederik Houtman, at lower right. At centre is the Portuguese Fort Victoria, which was seized by the Dutch East India Company in 1605. The raid was prompted by the lucrative clove production. Houtman initially maintained good contacts with the Ambonese chiefs, but the company mounted punitive expeditions to prevent the sale of the spice to rivals.
http://data.europeana.eu/proxy/provider/90402/SK_A_654	After the defeat of Napoleon, the director of the Rijks-museum, Apostool, was responsible for retrieving the art that had been stolen from the Netherlands and taken to France. In 1816 he returned triumphantly with most of it. This portrait was probably made on that occasion. Apostool wears the order of the knighthood that he received. The catalogue in his hand, from the Musée Français in Paris, is open to the Dutch school.
http://data.europeana.eu/proxy/provider/90402/SK_C_4	"A servant bringing a letter temporarily interrupts a meeting. The other five men are the regents of the
Amsterdam Spinhuis, the female house of correction. The women imprisoned there for theft or begging spent most of their days spinning. Affluent citizens like these gentlemen administered these sorts of institutions. Thus was civic peace maintained."
http://data.europeana.eu/proxy/provider/90402/SK_A_4980	In his paintings, Longhi usually poked gentle fun at the everyday activities of the Venetian elite. This is not, however, the case here. It is simply a portrait of a family drinking coffee, with the lady of the house taking centre stage. The conspicuous inclusion of the servant is noteworthy. He must have been a valued member of the household.
http://data.europeana.eu/proxy/provider/90402/SK_C_144	Hobbema painted more than thirty ‘portraits’ of watermills, based on drawings he had made in the east of the Netherlands. He drew the same mill from various angles, so that one could see exactly how it was assembled. Here he was interested primarily in the technical construction of the wooden water channel, rendered in grey, which stands out against the landscape.
